"ID";"word";"word_url";"Translation";"POS";"Phonetic_Transcription";"Meaning";"Phrase";"Translation_Phrase";"Example";"Example_Phrase";"sPhrase";"sExample";"Image";"Credits";"Tags"
"slipper__01__noun";"slipper";"slipper";"chinelo";"noun";" /ˈslɪpə $ -ər/";"noun  [countable]
A light soft shoe that you wear at home.";"The king announced that whoever fit into the slipper would get to marry the prince.";"O rei anunciou que quem coubesse no chinelo se casaria com o príncipe.";"The king announced that whoever fit into the slipper would get to marry the prince.";"O rei anunciou que quem coubesse no chinelo se casaria com o príncipe.";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English noun countable"
"slum__01__noun";"slum";"slum";"favela";"noun";" /slʌm/";"noun
[countable] A house or an area of a city that is in very bad condition, where very poor people live.";"A slum area";"Uma área de favela";"Slum housing";"favela";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English noun countable"
"slum__02__noun";"slum";"slum";"favela";"noun";" /slʌm/";"noun
[singular] [British English] A very untidy place.";"After a long day of cleaning, the kid's bedroom looked like a slum with toys strewn across the floor and clothes thrown haphazardly on the bed.";"Depois de um longo dia de limpeza, o quarto da criança parecia uma favela com brinquedos espalhados pelo chão e roupas jogadas ao acaso na cama.";"";"";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English noun singular British"
"snooker__01__noun";"snooker";"snooker";"sinuca";"noun";" /ˈsnuːkə $ ˈsnʊkər/";"noun  [uncountable]
A game played especially in britain on a special table covered in green cloth, in which two people use long sticks to hit coloured balls into holes at the sides and corners of the table.";"They meet up every friday to play snooker.";"Eles se encontram todas as sextas-feiras para jogar sinuca.";"She slashed wildly at the ball with the edge of the bat, and the ball bounced under the snooker table.";"Ela cortou violentamente a bola com a ponta do bastão, e a bola quicou sob a mesa de sinuca.";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English noun uncountable"
"snooker__02__verb";"to snooker";"snooker";"embaraçar";"verb";" /ˈsnuːkə $ ˈsnʊkər/";"verb  [transitive]
[British English] To make it impossible for someone to do what they want to do.";"If the council refuses our planning application, we’re snookered.";"Se o conselho recusar nosso pedido de planejamento, estamos enganados.";"";"";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English verb transitive British"
"sort_out__01__phrasal_verb";"to sort out";"sort-out";"organizar";"phrasal verb";"/sɔrt aʊt/";"phrasal verb
To arrange or organize something that is mixed up or untidy, so that it is ready to be used.";"We need to sort out our camping gear before we go away.";"Precisamos arrumar nosso equipamento de acampamento antes de partirmos.";"";"";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English phrasal verb"
"sort_out__02__phrasal_verb";"to sort out";"sort-out";"resolver";"phrasal verb";"/sɔrt aʊt/";"phrasal verb
To separate one type of thing from another.";"First, sort the white things out from the other clothes.";"Primeiro, separe as coisas brancas das outras roupas.";"First, sort the white things out from the other clothes.";"Primeiro, separe as coisas brancas das outras roupas.";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English phrasal verb"
"sort_out__03__phrasal_verb";"to sort out";"sort-out";"resolver";"phrasal verb";"/sɔrt aʊt/";"phrasal verb
[especially British English] To successfully deal with a problem or difficult situation.";"She went to a psychiatrist to try to sort out her problems.";"Ela foi a um psiquiatra para tentar resolver seus problemas.";"I’m staying with a friend until i manage to sort myself out.";"Vou ficar com um amigo até conseguir me resolver.";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English phrasal verb Especially british"
"sort_out__04__phrasal_verb";"to sort out";"sort-out";"resolver";"phrasal verb";"/sɔrt aʊt/";"phrasal verb
[especially British English] To succeed in making arrangements for something.";"Have you sorted out where you’re going to live yet?";"Já decidiu onde vai morar?";"She is trying to sort out childcare.";"Ela está tentando resolver o cuidado das crianças.";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English phrasal verb Especially british"
"sort_out__05__phrasal_verb";"to sort out";"sort-out";"resolver-se";"phrasal verb";"/sɔrt aʊt/";"phrasal verb
[British English] If something sorts itself out, it stops being a problem without you having to do anything.";"Our financial problems should sort themselves out in a week or two.";"Nossos problemas financeiros devem se resolver em uma ou duas semanas.";"";"";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English phrasal verb British"
"sort_out__06__phrasal_verb";"to sort out";"sort-out";"resolver";"phrasal verb";"/sɔrt aʊt/";"phrasal verb
[British English] To stop someone from causing problems or annoying you, especially by attacking or punishing them.";"If he bothers you again, i’ll sort him out.";"Se ele te incomodar de novo, eu vou resolver isso.";"";"";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English phrasal verb British"
"sort_out__07__noun";"sort out";"sort-out";"arrumar";"noun";"/sɔrt aʊt/";"noun  [singular]
[British English] An occasion when you tidy a room, desk etc and get rid of the things you do not need.";"These cupboards need a good sort-out.";"Esses armários precisam de uma boa arrumação.";"";"";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English noun singular British"
"sought_after__01__adjective";"sought after";"sought-after";"procurado";"adjective";"/sɔt ˈæftər/";"adjective
Wanted by a lot of people but rare or difficult to get.";"A much sought-after defense lawyer";"Um advogado de defesa muito procurado";"A much sought-after defense lawyer";"Um advogado de defesa muito procurado";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English adjective"
"sow__01__verb";"to sow";"sow";"semear";"verb";" /səʊ $ soʊ/";"verb  (past tense sowed, past participle sown /səʊn $ soʊn/ or sowed)
[intransitive, transitive] To plant or scatter seeds on a piece of ground.
— [noun] sower";"Sow the seeds in late march.";"Semeie as sementes no final de março.";"These fields used to be sown with oats.";"Esses campos costumavam ser semeados com aveia.";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English verb intransitive, transitive"
"sow__02__verb";"to sow";"sow";"semear";"verb";" /səʊ $ soʊ/";"verb  (past tense sowed, past participle sown /səʊn $ soʊn/ or sowed)
[transitive] To do something that will cause a bad situation in the future.
— [noun] sower";"An attempt to sow doubt among the jury members";"Uma tentativa de semear dúvidas entre os membros do júri";"An attempt to sow doubt among the jury members";"Uma tentativa de semear dúvidas entre os membros do júri";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English verb transitive"
"sow__03__noun";"sow";"sow";"porca";"noun";" /saʊ/";"noun  [countable]
A fully grown female pig.";"The farmer proudly showed off his prized sow, a magnificent creature with a sleek black coat and an impressive litter of piglets.";"O fazendeiro exibiu orgulhosamente sua porca premiada, uma criatura magnífica com um pelo preto lustroso e uma impressionante ninhada de leitões.";"";"";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English noun countable"
"sponsor__01__noun";"sponsor";"sponsor";"patrocinador";"noun";" /ˈspɒnsə $ ˈspɑːnsər/";"noun  [countable]
a) A person or company that pays for a show, broadcast, sports event etc, especially in exchange for the right to advertise at that event.;
b) A person or company that supports someone by paying for their training, education, living costs etc.";"Eastman kodak is a major sponsor of the olympics.";"A Eastman Kodak é uma das principais patrocinadoras das Olimpíadas.";"Corporate sponsors";"Patrocinadores corporativos";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English noun countable"
"sponsor__02__noun";"sponsor";"sponsor";"patrocinador";"noun";" /ˈspɒnsə $ ˈspɑːnsər/";"noun  [countable]
Someone who agrees to give someone else money for a charity if they walk, run etc a particular distance.";"Mary's sponsor promised to donate $10 for every mile she completed in the charity marathon, motivating her to push through the finish line.";"O patrocinador de Mary prometeu doar $ 10 para cada milha que ela completasse na maratona de caridade, motivando-a a avançar até a linha de chegada.";"";"";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English noun countable"
"sponsor__03__noun";"sponsor";"sponsor";"patrocinador";"noun";" /ˈspɒnsə $ ˈspɑːnsər/";"noun  [countable]
Someone who officially introduces or supports a proposal for a new law.";"The senator became a passionate sponsor of the bill to improve mental health services, recognizing the urgent need to address this issue in our society.";"O senador tornou-se um defensor apaixonado do projeto de lei para melhorar os serviços de saúde mental, reconhecendo a necessidade urgente de abordar essa questão em nossa sociedade.";"";"";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English noun countable"
"sponsor__04__noun";"sponsor";"sponsor";"patrocinador";"noun";" /ˈspɒnsə $ ˈspɑːnsər/";"noun  [countable]
Someone who officially agrees to help someone else, or to be responsible for what they do.";"You cannot get a work visa without an american sponsor.";"Você não pode obter um visto de trabalho sem um patrocinador americano.";"";"";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English noun countable"
"sponsor__05__noun";"sponsor";"sponsor";"padrinho";"noun";" /ˈspɒnsə $ ˈspɑːnsər/";"noun  [countable]
A godparent.";"I am so grateful to have such a supportive sponsor like my aunt, who has been my guiding light and godparent throughout my entire life.";"Sou muito grato por ter um patrocinador tão solidário como minha tia, que tem sido minha luz guia e padrinho durante toda a minha vida.";"";"";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English noun countable"
"sponsor__06__verb";"to sponsor";"sponsor";"patrocinar";"verb";" /ˈspɒnsə $ ˈspɑːnsər/";"verb  [transitive]
a) To give money to a sports event, theatre, institution etc, especially in exchange for the right to advertise.;
b) To support someone by paying for their training, education, living costs etc.";"The bank had offered to sponsor him at university.";"O banco se ofereceu para patrociná-lo na universidade.";"The bank had offered to sponsor him at university.";"O banco se ofereceu para patrociná-lo na universidade.";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English verb transitive"
"sponsor__07__verb";"to sponsor";"sponsor";"patrocinar";"verb";" /ˈspɒnsə $ ˈspɑːnsər/";"verb  [transitive]
To officially support a proposal for a new law.";"I, Senator Anderson, wholeheartedly sponsor the initiative to reduce plastic waste in our community, in hopes of achieving a greener and more sustainable future for generations to come.";"Eu, senador Anderson, apoio de todo o coração a iniciativa de reduzir o desperdício de plástico em nossa comunidade, na esperança de alcançar um futuro mais verde e sustentável para as próximas gerações.";"";"";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English verb transitive"
"sponsor__08__verb";"to sponsor";"sponsor";"patrocinar";"verb";" /ˈspɒnsə $ ˈspɑːnsər/";"verb  [transitive]
To agree to help someone or be responsible for what they do.";"The renowned chef was more than willing to sponsor the aspiring young cook, offering her a scholarship to culinary school and taking full responsibility for her success.";"O renomado chef estava mais do que disposto a patrocinar a jovem aspirante a cozinheira, oferecendo-lhe uma bolsa de estudos para uma escola de culinária e assumindo total responsabilidade por seu sucesso.";"";"";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English verb transitive"
"sponsor__09__verb";"to sponsor";"sponsor";"patrocinar";"verb";" /ˈspɒnsə $ ˈspɑːnsər/";"verb  [transitive]
To agree to give someone money for charity if they walk, run etc a particular distance.";"Our company is proud to sponsor Susan as she cycles 100 miles to raise funds for cancer research.";"Nossa empresa tem o orgulho de patrocinar Susan enquanto ela pedala 100 milhas para arrecadar fundos para pesquisas sobre o câncer.";"";"";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English verb transitive"
"spoon__01__noun";"spoon";"spoon";"colher";"noun";" /spuːn/";"noun  [countable]
An object that you use for eating, cooking, or serving food. it has a small bowl-shaped part and a long handle.";"I gently scooped up a spoonful of homemade tomato soup with a silver spoon, savoring the rich aroma and sipping it slowly.";"Peguei delicadamente uma colher de sopa de tomate caseira com uma colher de prata, saboreando o rico aroma e tomando lentamente.";"";"";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English noun countable"
"spoon__02__noun";"spoon";"spoon";"colher";"noun";" /spuːn/";"noun  [countable]
A spoonful.";"Two spoons of sugar";"Duas colheres de açúcar";"";"";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English noun countable"
"spoon__03__verb";"to spoon";"spoon";"mexer com uma colher";"verb";" /spuːn/";"verb  [transitive always + adverb/preposition]
To move food with a spoon.";"Spoon the mixture carefully into the bowls.";"Coloque a mistura cuidadosamente nas tigelas.";"";"";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English verb transitive"
"stack__01__noun";"stack";"stack";"pilha";"noun";" /stæk/";"noun
[countable] A neat pile of things.";"Stacks of dirty dishes";"Pilhas de pratos sujos";"A stack of papers";"Uma pilha de papéis";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English noun countable"
"stack__02__noun";"stack";"stack";"chaminé";"noun";" /stæk/";"noun
[countable] A chimney.";"As I climbed to the top of the old lighthouse, I marveled at the tall stack standing erect like a proud chimney, piercing through the clouds and guiding ships safely to shore.";"Enquanto subia ao topo do velho farol, fiquei maravilhado com a pilha alta ereta como uma chaminé orgulhosa, perfurando as nuvens e guiando os navios com segurança para a costa.";"";"";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English noun countable"
"stack__03__verb";"to stack";"stack";"empilhar";"verb";" /stæk/";"verb
[intransitive, transitive] To make things into a neat pile, or to form a neat pile.";"The assistants price the items and stack them on the shelves.";"Os assistentes precificam os itens e os empilham nas prateleiras.";"The assistants price the items and stack them on the shelves.";"Os assistentes precificam os itens e os empilham nas prateleiras.";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English verb intransitive, transitive"
"stack__04__verb";"to stack";"stack";"empilhar";"verb";" /stæk/";"verb
[transitive] To put neat piles of things on something.";"The floor was stacked with boxes.";"O chão estava cheio de caixas.";"The floor was stacked with boxes.";"O chão estava cheio de caixas.";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English verb transitive"
"stimulate__01__verb";"to stimulate";"stimulate";"estimular";"verb";" /ˈstɪmjəleɪt/";"verb  [transitive]
To encourage or help an activity to begin or develop further.
— [adjective] stimulative
— [noun] stimulation";"The president’s plan to stimulate economic growth";"O plano do presidente para estimular o crescimento econômico";"";"";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English verb transitive"
"stimulate__02__verb";"to stimulate";"stimulate";"estimular";"verb";" /ˈstɪmjəleɪt/";"verb  [transitive]
To encourage someone by making them excited about and interested in something.
— [adjective] stimulative
— [noun] stimulation";"An inspiring teacher can stimulate students to succeed.";"Um professor inspirador pode estimular os alunos a serem bem-sucedidos.";"Her interest in art was stimulated by her father.";"Seu interesse pela arte foi estimulado pelo pai.";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English verb transitive"
"stimulate__03__verb";"to stimulate";"stimulate";"estimular";"verb";" /ˈstɪmjəleɪt/";"verb  [transitive]
To make a plant or part of the body become active or stronger.
— [adjective] stimulative
— [noun] stimulation";"Light stimulates plant growth.";"A luz estimula o crescimento das plantas.";"";"";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English verb transitive"
"stream__01__noun";"stream";"stream";"riacho";"noun";" /striːm/";"noun  [countable]
[SMALL RIVER]
A natural flow of water that moves across the land and is narrower than a river.";"While hiking through the dense forest, we stumbled upon a picturesque stream, its crystal-clear water flowing gently through the moss-covered rocks.";"Enquanto caminhávamos pela densa floresta, nos deparamos com um riacho pitoresco, cuja água cristalina flui suavemente pelas rochas cobertas de musgo.";"";"";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English noun countable SMALL RIVER"
"stream__02__noun";"stream";"stream";"fluxo";"noun";" /striːm/";"noun  [countable]
[CONTINUOUS SERIES]
A long and almost continuous series of events, people, objects etc.";"A stream of traffic";"Um fluxo de tráfego";"A stream of abuse";"Um fluxo de abuso";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English noun countable CONTINUOUS SERIES"
"stream__03__noun";"stream";"stream";"fluxo";"noun";" /striːm/";"noun  [countable]
[AIR/WATER]
A flow of water, air, smoke etc, or the direction in which it is flowing.";"A stream of cold air rushed through the open door.";"Uma corrente de ar frio entrou pela porta aberta.";"";"";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English noun countable AIR WATER"
"stream__04__noun";"stream";"stream";"fluxo";"noun";" /striːm/";"noun  [countable]
[SCHOOL]
[British English] A level of ability within a group of students of the same age.";"Kim’s in the top stream.";"Kim está no fluxo principal.";"";"";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English noun countable SCHOOL British"
